#Data tag : online , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/ub),recorded(/ub),avgpu,source
257613:4428,411:411,09/27/15 07:01:06,STABLE BEAMS,6500,66650.118,64875.438,15.5,PXL
257613:4428,501:501,09/27/15 07:36:04,STABLE BEAMS,6500,65289.051,63737.237,15.2,PXL
257613:4428,554:554,09/27/15 07:56:40,STABLE BEAMS,6500,65354.233,63834.243,15.2,PXL
257613:4428,587:587,09/27/15 08:09:29,STABLE BEAMS,6500,65249.754,63726.134,15.2,PXL
257613:4428,598:598,09/27/15 08:13:45,STABLE BEAMS,6500,64732.648,63141.395,15.1,PXL
257613:4428,712:712,09/27/15 08:58:03,STABLE BEAMS,6500,62902.570,61480.838,14.7,PXL
257613:4428,722:722,09/27/15 09:01:56,STABLE BEAMS,6500,63337.910,61884.579,14.8,PXL
257613:4428,791:791,09/27/15 09:28:44,STABLE BEAMS,6500,62052.761,60535.243,14.5,PXL
257613:4428,832:832,09/27/15 09:44:40,STABLE BEAMS,6500,62143.775,60725.621,14.5,PXL
257613:4428,842:842,09/27/15 09:48:33,STABLE BEAMS,6500,61595.550,59962.740,14.4,PXL
257613:4428,844:844,09/27/15 09:49:20,STABLE BEAMS,6500,62008.752,60618.660,14.5,PXL
257613:4428,860:860,09/27/15 09:55:33,STABLE BEAMS,6500,61621.252,60230.997,14.4,PXL
257613:4428,955:955,09/27/15 10:32:27,STABLE BEAMS,6500,61295.279,59910.526,14.3,PXL
#Summary:
#nfill,nrun,nls,ncms,totdelivered(/ub),totrecorded(/ub)
#4,4,647,647,38892104.760,37614505.908

Warning: problems found in merging -i and --normtag selections:
  run 257531, [[5, 45], [50, 143]] is not a superset of [[5, 5], [6, 6], [7, 7], [8, 8], [9, 9], [10, 10], [11, 11], [12, 12], [14, 14], [15, 15], [16, 16], [17, 17], [18, 18], [19, 19], [21, 21], [24, 24], [25, 25], [27, 27], [28, 28], [29, 29], [30, 30], [31, 31], [32, 32], [33, 33], [34, 34], [36, 36], [39, 39], [40, 40], [41, 41], [42, 42], [44, 44], [45, 45], [50, 50], [51, 51], [52, 52], [53, 53], [54, 54], [55, 55], [56, 56], [57, 57], [58, 58], [60, 60], [61, 61], [63, 63], [64, 64], [65, 65], [66, 66], [67, 67], [68, 68], [69, 69], [70, 70], [71, 71], [72, 72], [73, 73], [74, 74], [75, 75], [76, 76], [78, 78], [79, 79], [80, 80], [81, 81], [82, 82], [83, 83], [84, 84], [85, 85], [86, 86], [87, 87], [88, 88], [89, 89], [90, 90], [91, 91], [94, 94], [95, 95], [97, 97], [98, 98], [99, 99], [101, 101], [102, 102], [103, 103], [106, 106], [107, 107], [108, 108], [109, 109], [110, 110], [111, 111], [112, 112], [114, 114], [115, 115], [116, 116], [117, 117], [118, 118], [120, 120], [121, 121], [122, 122], [124, 124], [125, 125], [127, 127], [128, 128], [130, 130], [133, 133], [134, 134], [135, 135], [136, 136], [137, 137], [138, 138], [139, 139], [140, 140], [141, 141], [142, 142], [143, 143], [144, 144]]

#Check JSON:
#(run,ls) in json but not in results: []
